time,q1,q2,q3,q4,q5,q6,q7,dq1,dq2,dq3,dq4,dq5,dq6,dq7,ddq1,ddq2,ddq3,ddq4,ddq5,ddq6,ddq7
0.1,1.394686785550983e-05,-1.7931687242798353e-05,9.962048468221307e-06,-1.440016337759488,7.969638774577046e-06,1.5000179316872428,0.8999860531321445,0.0005464385002286236,-0.0007025637860082303,0.00039031321444901685,-0.0006401136716963878,0.0003122505715592135,0.0007025637860082303,-0.0005464385002286236,0.01582787379972565,-0.020350123456790124,0.01130562414266118,-0.018541223593964342,0.009044499314128944,0.02035012345679012,-0.01582787379972565
0.11,2.025264914107453e-05,-2.6039120324238684e-05,1.446617795791038e-05,-1.440023724531851,1.1572942366328304e-05,1.5000260391203242,0.899979747350859,0.0007198116655743027,-0.000925472141452675,0.0005141511896959305,-0.0008432079511013264,0.00041132095175674445,0.0009254721414526749,-0.0007198116655743027,0.01888401790150892,-0.02427945158765433,0.013488584215363515,-0.022121278113196172,0.010790867372290812,0.024279451587654325,-0.01888401790150892
0.12,2.844864512e-05,-3.6576829440000004e-05,2.03204608e-05,-1.4400333255557118,1.625636864e-05,1.50003657682944,0.89997155135488,0.0009248440320000001,-0.0011890851840000002,0.0006606028800000001,-0.0010833887232000006,0.0005284823040000001,0.001189085184,-0.0009248440320000001,0.022157721599999996,-0.0284884992,0.015826944,-0.025956188160000008,0.0126615552,0.028488499199999996,-0.022157721599999996
0.13,3.8862127473850027e-05,-4.996559246637861e-05,2.775866248132145e-05,-1.4400455242064694,2.220692998505716e-05,1.5000499655924664,0.8999611378725262,0.0011636517959117511,-0.0014961237376008231,0.0008311798542226795,-0.0013631349609251949,0.0006649438833781436,0.001496123737600823,-0.0011636517959117511,0.025637142220301792,-0.032962039997530876,0.01831224444307271,-0.030032080886639254,0.014649795554458167,0.032962039997530876,-0.025637142220301792
0.14,5.1840941431513494e-05,-6.66526389833745e-05,3.7029243879652497e-05,-1.4400607279599626,2.9623395103721998e-05,1.5000666526389834,0.8999481590585685,0.0014382338413973482,-0.0018491577960823048,0.0010273098867123916,-0.0016847882142083227,0.0008218479093699133,0.0018491577960823046,-0.0014382338413973482,0.0293106597048011,-0.03768513390617284,0.020936185503429357,-0.034335344225624155,0.016748948402743487,0.03768513390617284,-0.0293106597048011
0.15,6.775234374999998e-05,-8.711015624999998e-05,4.839453124999999e-05,-1.44007936703125,3.8715624999999994e-05,1.50008711015625,0.89993224765625,0.001750473958333333,-0.002250609375,0.0012503385416666665,-0.002050555208333334,0.0010002708333333333,0.0022506093749999996,-0.001750473958333333,0.033166874999999985,-0.04264312499999999,0.023690624999999993,-0.038852625,0.018952499999999997,0.04264312499999998,-0.033166874999999985
0.16,8.698186279564703e-05,-0.00011183382359440334,6.212990199689074e-05,-1.4401018930392748,4.9703921597512594e-05,1.5001118338235944,0.8999130181372044,0.002102143044360311,-0.0027027553427489714,0.0015015307459716508,-0.0024625104233935084,0.0012012245967773208,0.0027027553427489714,-0.002102143044360311,0.03719460844334706,-0.04782163942716051,0.026567577459533614,-0.04357082703363514,0.021254061967626893,0.0478216394271605,-0.03719460844334706
0.17,0.00010993218056442163,-0.00014134137501139925,7.852298611744403e-05,-1.4401287776972325,6.281838889395523e-05,1.5001413413750113,0.8998900678194356,0.0024949012907265664,-0.003207730230934157,0.001782072350518976,-0.002922598654851122,0.001425657880415181,0.0032077302309341566,-0.0024949012907265664,0.04138289815006859,-0.05320658333580248,0.02955921296433471,-0.048477109261508944,0.02364737037146777,0.05320658333580247,-0.04138289815006859
0.18,0.00013702203647999995,-0.00017617118975999995,9.787288319999997e-05,-1.440160511528448,7.829830655999998e-05,1.50017617118976,0.89986297796352,0.0029303003519999993,-0.0037675290239999994,0.0020930716799999996,-0.0034326375552000007,0.0016744573439999998,0.003767529023999999,-0.0029303003519999993,0.045720998400000004,-0.05878414080000001,0.032657856000000006,-0.05355888384000003,0.026126284800000007,0.0587841408,-0.045720998400000004
0.19,0.0001686851528083082,-0.00021688091075353915,0.0001204893948630773,-1.4401976026075753,9.639151589046184e-05,1.5002168809107534,0.8998313148471917,0.0034097854996483767,-0.004384009928119342,0.002435561071177412,-0.003994320156730957,0.00194844885694193,0.004384009928119341,-0.0034097854996483767,0.05019837802441702,-0.06454077174567903,0.035855984303155015,-0.05880381425717424,0.028684787442524014,0.06454077174567902,-0.05019837802441702
0.2,0.00020536918152720622,-0.00026404609053497946,0.00014669227251943302,-1.4402405753269318,0.00011735381801554641,1.500264046090535,0.8997946308184728,0.003934697759487883,-0.005058897119341564,0.0028104983996342023,-0.0046092173754000935,0.002248398719707362,0.005058897119341563,-0.003934697759487883,0.054804718792866934,-0.07046320987654321,0.03914622770919067,-0.06419981344307273,0.031316982167352535,0.0704632098765432,-0.054804718792866934
0.21,0.0002475346724899999,-0.00031825886462999984,0.0001768104803499999,-1.440289969187774,0.00014144838427999993,1.50031825886463,0.8997524653275101,0.004506276032999999,-0.005793783470999999,0.0032187685949999992,-0.0052787804958,0.0025750148759999996,0.005793783470999998,-0.004506276032999999,0.05952991379999998,-0.07653846059999998,0.04252136699999999,-0.06973504188000001,0.03401709359999999,0.07653846059999997,-0.05952991379999998
0.22,0.0002956540627214631,-0.00038012665207045265,0.0002111814733724737,-1.4403463376163308,0.00016894517869797896,1.5003801266520704,0.8997043459372785,0.0051256592025166895,-0.0065901332603786,0.003661185144654778,-0.006004343637233838,0.0029289481157238227,0.0065901332603786,-0.0051256592025166895,0.06436406585240056,-0.08275379895308645,0.04597433275171469,-0.07539790571281212,0.036779466201371756,0.08275379895308643,-0.06436406585240056
0.23,0.0003502106866850527,-0.00045027088288078206,0.00025015049048932335,-1.4404102468044024,0.00020012039239145868,1.5004502708828809,0.899649789313315,0.005793888220273893,-0.0074492848546378635,0.004138491585909924,-0.006787126200892278,0.0033107932687279394,0.007449284854637863,-0.005793888220273893,0.06929748585541838,-0.08909676752839507,0.049498204182441705,-0.08117705485920443,0.039598563345953366,0.08909676752839506,-0.06929748585541838
0.24,0.00041169780735999997,-0.00052932575232,0.0002940698624,-1.440482274574336,0.00023525588992,1.50052932575232,0.8995883021926401,0.006511908181333333,-0.008372453376,0.004651362986666667,-0.007628235298133336,0.0037210903893333336,0.008372453375999999,-0.006511908181333333,0.0743206912,-0.09555517440000001,0.053086208,-0.08706138112000003,0.0424689664,0.0955551744,-0.0743206912
0.25,0.00048061766796696383,-0.0006179370016718106,0.00034329833426211703,-1.4405630092681898,0.00027463866740969365,1.500617937001672,0.8995193823320331,0.007280570380372655,-0.009360733346193416,0.005200407414551897,-0.008528668159865114,0.004160325931641518,0.009360733346193414,-0.007280570380372655,0.07942440414951987,-0.10211709104938271,0.05673171724965706,-0.09304001628943762,0.04538537379972565,0.1021170910493827,-0.07942440414951987
